Time, sus_pos_ref, sus_pos, sus_vel, sus_torque, steer_pos_ref, steer_pos, steer_vel, steer_torque, drive_vel_ref, drive_pos, drive_vel, drive_torque slip_ratio, grf_x, grf_y, grf_z, grt_x, grt_y, grt_z 
0.721,0,-4.32076e-05,-1.00212e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000482763,-6.00434e-05,0.062636,1,0.151052,-35.169,534.139,0,0,0
0.722,0,-4.32078e-05,-2.15244e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000482769,-6.03801e-06,0.0410365,1,-0.151749,35.208,533.39,0,0,0
0.723,0,-4.32088e-05,-9.26481e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000482831,-6.16036e-05,0.0632654,1,0.173004,-35.3168,533.957,0,0,0
0.724,0,-4.32089e-05,-1.32731e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000482843,-1.21851e-05,0.043501,1,-0.157699,35.3648,533.384,0,0,0
0.725,0,-4.32097e-05,-8.49071e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.0004829,-5.77146e-05,0.0617156,1,0.163088,-35.4746,533.961,0,0,0
0.726,0,-4.32098e-05,-5.30531e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000482909,-8.54372e-06,0.0420499,1,-0.135464,35.5228,533.387,0,0,0
0.727,0,-4.32106e-05,-7.78422e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048297,-6.07049e-05,0.0629171,1,0.174536,-35.634,533.986,0,0,0
0.728,0,-4.32106e-05,6.53755e-09,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000482973,-3.34466e-06,0.0399756,1,-0.143664,35.6831,533.434,0,0,0
0.729,0,-4.32113e-05,-7.6048e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483028,-5.48289e-05,0.0605716,1,0.196321,-35.799,534.112,0,0,0
0.73,0,-4.32113e-05,4.07632e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483036,-8.23468e-06,0.0419364,1,-0.125103,35.8409,533.404,0,0,0
0.731,0,-4.3212e-05,-6.90188e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483097,-6.05913e-05,0.0628818,1,0.183746,-35.9525,533.989,0,0,0
0.732,0,-4.32118e-05,1.43838e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483102,-5.23999e-06,0.0407439,1,-0.133683,35.9956,533.304,0,0,0
0.733,0,-4.32124e-05,-5.83185e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483157,-5.55179e-05,0.0608575,1,0.199725,-36.111,533.958,0,0,0
0.734,0,-4.32122e-05,2.40854e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483161,-3.47527e-06,0.0400428,1,-0.119658,36.1576,533.336,0,0,0
0.735,0,-4.32127e-05,-5.20355e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483217,-5.63185e-05,0.0611825,1,0.203811,-36.2765,534.049,0,0,0
0.736,0,-4.32124e-05,3.03164e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483219,-2.17695e-06,0.0395282,1,-0.119235,36.3186,533.339,0,0,0
0.737,0,-4.32129e-05,-4.72566e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483277,-5.74156e-05,0.0616261,1,0.211773,-36.4393,534.077,0,0,0
0.738,0,-4.32125e-05,3.53568e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483281,-3.91643e-06,0.0402289,1,-0.121352,36.48,533.334,0,0,0
0.739,0,-4.32129e-05,-3.95767e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483333,-5.19274e-05,0.0594355,1,0.209433,-36.5959,533.97,0,0,0
0.74,0,-4.32125e-05,4.2933e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483336,-3.54159e-06,0.0400834,1,-0.102543,36.6424,533.334,0,0,0
0.741,0,-4.32128e-05,-3.25644e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483392,-5.57839e-05,0.0609827,1,0.209081,-36.7586,533.966,0,0,0
0.742,0,-4.32123e-05,4.93126e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483393,-7.45919e-07,0.0389698,1,-0.111215,36.8064,533.354,0,0,0
0.743,0,-4.32126e-05,-2.80548e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483445,-5.26765e-05,0.0597441,1,0.221693,-36.9241,534.003,0,0,0
0.744,0,-4.3212e-05,5.92159e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483443,2.51923e-06,0.0376678,1,-0.104821,36.9605,533.172,0,0,0
0.745,0,-4.32122e-05,-1.90776e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483495,-5.19631e-05,0.0594627,1,0.228708,-37.0878,533.998,0,0,0
0.746,0,-4.32115e-05,6.4037e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483492,2.80301e-06,0.0375583,1,-0.104207,37.1312,533.296,0,0,0
0.747,0,-4.32117e-05,-1.59199e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483546,-5.35811e-05,0.0601139,1,0.231547,-37.2539,534.023,0,0,0
0.748,0,-4.3211e-05,7.03938e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483545,5.34802e-07,0.0384697,1,-0.107605,37.2905,533.187,0,0,0
0.749,0,-4.3211e-05,-4.6182e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483597,-5.18199e-05,0.0594136,1,0.227125,-37.4094,533.831,0,0,0
0.75,0,-4.32102e-05,8.06399e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483595,2.22705e-06,0.0377968,1,-0.102164,37.4567,533.2,0,0,0
0.751,0,-4.32103e-05,-3.83302e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483643,-4.78676e-05,0.0578365,1,0.229426,-37.5892,534.096,0,0,0
0.752,0,-4.32095e-05,7.36887e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483634,8.59968e-06,0.0352512,1,-0.0918787,37.636,533.45,0,0,0
0.753,0,-4.32096e-05,-4.78771e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483685,-5.10878e-05,0.0591279,1,0.24558,-37.7451,533.891,0,0,0
0.754,0,-4.32087e-05,8.46921e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048368,5.25603e-06,0.0365922,1,-0.106069,37.7824,533.055,0,0,0
0.755,0,-4.32086e-05,9.19304e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483726,-4.6504e-05,0.0572978,1,0.23927,-37.9051,533.748,0,0,0
0.756,0,-4.32077e-05,9.46221e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483719,6.82818e-06,0.0359666,1,-0.0912231,37.9553,533.156,0,0,0
0.757,0,-4.32076e-05,1.20492e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483771,-5.11281e-05,0.0591508,1,0.237774,-38.0831,533.935,0,0,0
0.758,0,-4.32066e-05,9.39875e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483763,7.36744e-06,0.0357544,1,-0.109762,38.129,533.261,0,0,0
0.759,0,-4.32065e-05,1.02763e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048381,-4.68773e-05,0.0574539,1,0.240127,-38.2524,533.943,0,0,0
0.76,0,-4.32056e-05,9.37836e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483803,7.04907e-06,0.0358849,1,-0.101602,38.2948,533.201,0,0,0
0.761,0,-4.32055e-05,1.32132e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483848,-4.46663e-05,0.0565726,1,0.233504,-38.415,533.81,0,0,0
0.762,0,-4.32045e-05,9.85171e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483834,1.39251e-05,0.0331372,1,-0.09625,38.4607,533.13,0,0,0
0.763,0,-4.32043e-05,2.21666e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483876,-4.26786e-05,0.0557798,1,0.249523,-38.5752,533.631,0,0,0
0.764,0,-4.32032e-05,1.0569e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483869,7.44232e-06,0.0357329,1,-0.0988695,38.6326,533.157,0,0,0
0.765,0,-4.3203e-05,2.06421e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483916,-4.70897e-05,0.0575473,1,0.229231,-38.759,533.869,0,0,0
0.766,0,-4.3202e-05,1.03971e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483902,1.40566e-05,0.0330901,1,-0.107747,38.8035,533.157,0,0,0
0.767,0,-4.32018e-05,1.98566e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483946,-4.37808e-05,0.0562262,1,0.248867,-38.9275,533.813,0,0,0
0.768,0,-4.32007e-05,1.05598e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483932,1.36714e-05,0.0332465,1,-0.108992,38.9707,533.073,0,0,0
0.769,0,-4.32005e-05,2.36781e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483974,-4.14005e-05,0.0552764,1,0.239955,-39.0937,533.705,0,0,0
0.77,0,-4.31994e-05,1.10863e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483958,1.55933e-05,0.0324799,0.989766,-0.107644,39.1389,533.003,0,0,0
0.771,0,-4.31991e-05,2.51487e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483999,-4.14607e-05,0.0553026,1,0.239311,-39.2707,533.779,0,0,0
0.772,0,-4.31981e-05,1.05372e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000483983,1.65059e-05,0.0321169,0.955622,-0.11229,39.3236,533.213,0,0,0
0.773,0,-4.31979e-05,1.88159e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484024,-4.06735e-05,0.0549897,1,0.240514,-39.4445,533.783,0,0,0
0.774,0,-4.31968e-05,1.05095e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048401,1.3293e-05,0.0334042,0.884483,-0.114018,39.4866,533.016,0,0,0
0.775,0,-4.31966e-05,2.27198e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484052,-4.13383e-05,0.0552578,1,0.226115,-39.6099,533.615,0,0,0
0.776,0,-4.31955e-05,1.08002e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484034,1.79848e-05,0.0315295,0.848365,-0.121364,39.6618,533.031,0,0,0
0.777,0,-4.31953e-05,2.24429e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484069,-3.54402e-05,0.0529002,1,0.234093,-39.7882,533.68,0,0,0
0.778,0,-4.31942e-05,1.07185e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484052,1.69596e-05,0.031941,0.78879,-0.112253,39.8374,533.04,0,0,0
0.779,0,-4.3194e-05,1.94493e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484092,-3.9402e-05,0.0544866,1,0.223685,-39.9661,533.718,0,0,0
0.78,0,-4.3193e-05,1.06223e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484073,1.87997e-05,0.0312067,0.736974,-0.127856,40.0089,532.962,0,0,0
0.781,0,-4.31928e-05,1.73491e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048411,-3.67432e-05,0.0534246,1,0.227139,-40.1427,533.722,0,0,0
0.782,0,-4.31917e-05,1.03808e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484085,2.47706e-05,0.0288195,0.688637,-0.127496,40.1854,532.964,0,0,0
0.783,0,-4.31916e-05,1.4163e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484123,-3.87088e-05,0.0542118,1,0.237098,-40.3196,533.718,0,0,0
0.784,0,-4.31906e-05,1.00812e-06,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484106,1.72964e-05,0.0318106,0.652267,-0.143274,40.3621,532.953,0,0,0
0.785,0,-4.31905e-05,9.90638e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484145,-3.85569e-05,0.0541528,1,0.214417,-40.4985,533.733,0,0,0
0.786,0,-4.31895e-05,9.66823e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484123,2.19159e-05,0.0299643,0.589743,-0.141938,40.5399,532.947,0,0,0
0.787,0,-4.31894e-05,1.07404e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484157,-3.46939e-05,0.0526088,1,0.220636,-40.6662,533.548,0,0,0
0.788,0,-4.31885e-05,9.6688e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484133,2.42919e-05,0.0290149,0.532025,-0.142952,40.7197,532.968,0,0,0
0.789,0,-4.31884e-05,8.78855e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484169,-3.55231e-05,0.0529413,1,0.218854,-40.8473,533.581,0,0,0
0.79,0,-4.31874e-05,9.37998e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484146,2.28921e-05,0.0295757,0.491681,-0.151648,40.9003,532.993,0,0,0
0.791,0,-4.31874e-05,4.55216e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484183,-3.72114e-05,0.0536177,1,0.212693,-41.0281,533.598,0,0,0
0.792,0,-4.31865e-05,8.91166e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048416,2.3368e-05,0.0293865,0.460369,-0.160706,41.0809,533.003,0,0,0
0.793,0,-4.31865e-05,-1.70624e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484195,-3.54335e-05,0.0529076,1,0.210471,-41.2104,533.626,0,0,0
0.794,0,-4.31857e-05,8.27132e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484172,2.30165e-05,0.0295281,0.412336,-0.160913,41.2627,533.02,0,0,0
0.795,0,-4.31858e-05,-7.60006e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484214,-4.20497e-05,0.0555553,1,0.204585,-41.3904,533.598,0,0,0
0.796,0,-4.31849e-05,8.37462e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048419,2.43257e-05,0.0290059,0.353857,-0.186257,41.4316,532.8,0,0,0
0.797,0,-4.3185e-05,-9.0371e-08,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048423,-4.06049e-05,0.0549788,1,0.207127,-41.5755,533.652,0,0,0
0.798,0,-4.31842e-05,8.13161e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484204,2.61079e-05,0.0282942,0.317151,-0.191382,41.6152,532.828,0,0,0
0.799,0,-4.31843e-05,-1.26351e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048424,-3.57531e-05,0.053039,1,0.205311,-41.7582,533.661,0,0,0
0.8,0,-4.31835e-05,7.7604e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484216,2.4508e-05,0.028935,0.281118,-0.182026,41.7987,532.838,0,0,0
0.801,0,-4.31837e-05,-1.8426e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484251,-3.51497e-05,0.0527985,1,0.195242,-41.9447,533.715,0,0,0
0.802,0,-4.31831e-05,6.61282e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484227,2.37873e-05,0.0292242,0.219431,-0.183329,41.9942,533.038,0,0,0
0.803,0,-4.31833e-05,-2.74717e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484269,-4.17975e-05,0.0554588,1,0.187668,-42.1247,533.633,0,0,0
0.804,0,-4.31827e-05,6.42366e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484244,2.45321e-05,0.0289277,0.192603,-0.209151,42.1659,532.819,0,0,0
0.805,0,-4.3183e-05,-2.81069e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484281,-3.67599e-05,0.053445,1,0.190737,-42.3067,533.581,0,0,0
0.806,0,-4.31823e-05,6.76215e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484255,2.54589e-05,0.0285579,0.127268,-0.201284,42.3437,532.695,0,0,0
0.807,0,-4.31826e-05,-2.84118e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484293,-3.73284e-05,0.0536733,1,0.182047,-42.4975,533.673,0,0,0
0.808,0,-4.3182e-05,6.12159e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484267,2.60969e-05,0.0283036,0.0861598,-0.210473,42.5411,532.895,0,0,0
0.809,0,-4.31824e-05,-3.89558e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484306,-3.97362e-05,0.0546374,1,0.181001,-42.6912,533.794,0,0,0
0.81,0,-4.31819e-05,5.10901e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484281,2.51352e-05,0.0286894,0.0671194,-0.221779,42.7281,532.903,0,0,0
0.811,0,-4.31823e-05,-4.47707e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484325,-4.32389e-05,0.0560398,1,0.17746,-42.8709,533.659,0,0,0
0.812,0,-4.31818e-05,4.90208e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484303,2.197e-05,0.0299571,0.0128079,-0.23722,42.9098,532.805,0,0,0
0.813,0,-4.31823e-05,-4.43233e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484341,-3.85719e-05,0.0541745,1,0.165424,-43.0534,533.57,0,0,0
0.814,0,-4.31818e-05,5.00276e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484311,2.97543e-05,0.0268444,-0.0251752,-0.229029,43.0972,532.796,0,0,0
0.815,0,-4.31822e-05,-4.80782e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048435,-3.83611e-05,0.0540909,1,0.177371,-43.2502,533.705,0,0,0
0.816,0,-4.31818e-05,4.2934e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484325,2.45711e-05,0.0289186,-0.0688827,-0.237942,43.2937,532.921,0,0,0
0.817,0,-4.31824e-05,-5.5995e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484367,-4.22656e-05,0.055654,1,0.162607,-43.441,533.726,0,0,0
0.818,0,-4.3182e-05,3.87613e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484344,2.30948e-05,0.0295106,-0.0980933,-0.248451,43.4771,532.819,0,0,0
0.819,0,-4.31825e-05,-5.64132e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484387,-4.25871e-05,0.0557841,1,0.157142,-43.624,533.603,0,0,0
0.82,0,-4.31822e-05,3.89599e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484359,2.76046e-05,0.027708,-0.143754,-0.25538,43.6673,532.818,0,0,0
0.821,0,-4.31828e-05,-6.17903e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484399,-4.0052e-05,0.0547712,1,0.164347,-43.8252,533.774,0,0,0
0.822,0,-4.31825e-05,3.2093e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484378,2.18711e-05,0.0300026,-0.175266,-0.256892,43.8628,532.89,0,0,0
0.823,0,-4.31831e-05,-6.61567e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048442,-4.27441e-05,0.0558496,1,0.143937,-44.0122,533.696,0,0,0
0.824,0,-4.31828e-05,2.91489e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484394,2.59768e-05,0.0283619,-0.205532,-0.263007,44.053,532.864,0,0,0
0.825,0,-4.31835e-05,-6.68483e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484438,-4.41021e-05,0.0563942,1,0.154365,-44.1998,533.617,0,0,0
0.826,0,-4.31832e-05,2.86349e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484416,2.26298e-05,0.0297022,-0.239363,-0.275662,44.2462,532.874,0,0,0
0.827,0,-4.31839e-05,-6.7986e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484463,-4.69258e-05,0.0575255,1,0.143008,-44.3938,533.629,0,0,0
0.828,0,-4.31836e-05,2.5774e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484441,2.13414e-05,0.0302196,-0.253387,-0.285432,44.4442,532.95,0,0,0
0.829,0,-4.31844e-05,-7.48222e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484486,-4.43519e-05,0.0564979,1,0.139464,-44.5951,533.76,0,0,0
0.83,0,-4.31842e-05,2.20201e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484464,2.207e-05,0.02993,-0.285854,-0.27886,44.6343,532.884,0,0,0
0.831,0,-4.31849e-05,-7.64207e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484512,-4.82764e-05,0.0580696,1,0.137042,-44.7851,533.688,0,0,0
0.832,0,-4.31847e-05,2.04348e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484492,2.01757e-05,0.0306899,-0.29762,-0.295259,44.8301,532.899,0,0,0
0.833,0,-4.31855e-05,-7.87548e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484541,-4.88728e-05,0.0583104,1,0.13269,-44.9819,533.705,0,0,0
0.834,0,-4.31853e-05,1.8808e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484519,2.1262e-05,0.0302576,-0.299198,-0.297862,45.0258,532.899,0,0,0
0.835,0,-4.31861e-05,-8.06012e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484571,-5.15608e-05,0.0593879,1,0.135744,-45.179,533.715,0,0,0
0.836,0,-4.31859e-05,1.807e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484552,1.87009e-05,0.0312846,-0.317703,-0.308473,45.2218,532.892,0,0,0
0.837,0,-4.31867e-05,-8.0016e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484599,-4.6477e-05,0.0573568,1,0.129465,-45.3728,533.666,0,0,0
0.838,0,-4.31866e-05,1.8157e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484575,2.34297e-05,0.0293951,-0.324535,-0.293798,45.4211,532.925,0,0,0
0.839,0,-4.31874e-05,-8.17825e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484626,-5.1058e-05,0.0591913,1,0.137272,-45.5742,533.722,0,0,0
0.84,0,-4.31872e-05,1.79118e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484611,1.56907e-05,0.0324932,-0.348443,-0.312342,45.6179,532.905,0,0,0
0.841,0,-4.3188e-05,-8.39674e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484663,-5.24979e-05,0.0597701,1,0.119821,-45.7766,533.78,0,0,0
0.842,0,-4.31879e-05,1.628e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484646,1.74796e-05,0.0317805,-0.344308,-0.312249,45.8167,532.907,0,0,0
0.843,0,-4.31887e-05,-8.2131e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484698,-5.24458e-05,0.0597521,1,0.123424,-45.9689,533.668,0,0,0
0.844,0,-4.31885e-05,1.85632e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484682,1.65676e-05,0.0321481,-0.359647,-0.31757,46.0166,532.913,0,0,0
0.845,0,-4.31894e-05,-8.44603e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484736,-5.45132e-05,0.060582,1,0.119171,-46.1785,533.811,0,0,0
0.846,0,-4.31892e-05,1.59807e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484717,1.8839e-05,0.0312425,-0.378599,-0.324891,46.2189,532.946,0,0,0
0.847,0,-4.319e-05,-8.34272e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484769,-5.15604e-05,0.0594036,1,0.125831,-46.3718,533.693,0,0,0
0.848,0,-4.31899e-05,1.71589e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484753,1.62351e-05,0.0322868,-0.383395,-0.320086,46.421,532.96,0,0,0
0.849,0,-4.31907e-05,-8.42581e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484806,-5.33607e-05,0.0601266,1,0.116433,-46.5772,533.749,0,0,0
0.85,0,-4.31905e-05,2.05288e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484788,1.78085e-05,0.0316604,-0.386077,-0.323093,46.6154,532.846,0,0,0
0.851,0,-4.31913e-05,-8.07656e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484847,-5.88521e-05,0.0623262,1,0.122245,-46.7793,533.739,0,0,0
0.852,0,-4.31911e-05,2.14273e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484834,1.25509e-05,0.0337669,-0.402784,-0.343351,46.8248,532.948,0,0,0
0.853,0,-4.31919e-05,-8.50475e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484889,-5.45275e-05,0.0605999,1,0.109759,-46.993,533.898,0,0,0
0.854,0,-4.31918e-05,1.72905e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484872,1.64076e-05,0.0322274,-0.418103,-0.329396,47.0299,532.974,0,0,0
0.855,0,-4.31926e-05,-8.55239e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048493,-5.76054e-05,0.0618343,1,0.115908,-47.1898,533.785,0,0,0
0.856,0,-4.31924e-05,2.28807e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484917,1.31439e-05,0.0335363,-0.446949,-0.342734,47.2226,532.798,0,0,0
0.857,0,-4.31932e-05,-7.6984e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000484978,-6.05586e-05,0.0630192,1,0.109735,-47.3873,533.672,0,0,0
0.858,0,-4.31928e-05,3.18385e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048496,1.79818e-05,0.0316048,-0.426995,-0.350556,47.4265,532.784,0,0,0
0.859,0,-4.31936e-05,-7.39079e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000485019,-5.97253e-05,0.0626893,1,0.124288,-47.6037,533.835,0,0,0
0.86,0,-4.31933e-05,2.85245e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000485009,1.06004e-05,0.034561,-0.427172,-0.351666,47.6474,533.01,0,0,0
0.861,0,-4.31941e-05,-8.1219e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.00048507,-6.17852e-05,0.0635172,1,0.106244,-47.8193,533.968,0,0,0
0.862,0,-4.31939e-05,2.182e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000485056,1.46193e-05,0.0329573,-0.409203,-0.351433,47.8549,533.022,0,0,0
0.863,0,-4.31947e-05,-8.14356e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000485116,-5.98666e-05,0.0627535,1,0.119246,-48.0129,533.761,0,0,0
0.864,0,-4.31944e-05,3.08691e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000485108,7.2154e-06,0.0359228,-0.384986,-0.347023,48.0439,532.743,0,0,0
0.865,0,-4.31951e-05,-6.87905e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000485178,-6.94862e-05,0.066606,1,0.101163,-48.2119,533.619,0,0,0
0.866,0,-4.31947e-05,4.07369e-07,0,0,-2.65884e-13,-2.65884e-10,0,0,-0.000485169,8.62332e-06,0.0353646,-0.360456,-0.367679,48.2573,532.824,0,0,0
