Time, sus_pos_ref, sus_pos, sus_vel, sus_torque, steer_pos_ref, steer_pos, steer_vel, steer_torque, drive_vel_ref, drive_pos, drive_vel, drive_torque slip_ratio, grf_x, grf_y, grf_z, grt_x, grt_y, grt_z 
0.108,0,-6.90664e-05,-0.00030603,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000557384,0.00777167,-3.15295,0.00197184,-2.11629,-4.61457,930.144,0,0,0
0.109,0,-6.9352e-05,-0.000285641,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000565655,0.00827098,-3.35331,0.101946,-4.0785,-3.11676,932.102,0,0,0
0.11,0,-6.9618e-05,-0.000265918,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000573521,0.00786635,-3.19211,0.0890734,0.902422,-4.9595,935.209,0,0,0
0.111,0,-6.98641e-05,-0.000246176,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000582144,0.00862316,-3.49549,0.203753,-3.46578,-3.01159,934.872,0,0,0
0.112,0,-7.00911e-05,-0.000226919,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000588915,0.00677091,-2.75521,0.0202848,4.43458,-2.58586,935.813,0,0,0
0.113,0,-7.02987e-05,-0.000207654,0,0,-2.93238e-12,-2.93238e-09,0,0,0.00059611,0.00719527,-2.92551,0.119606,-2.88452,-4.31362,936.406,0,0,0
0.114,0,-7.04868e-05,-0.000188127,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000603412,0.00730181,-2.9687,0.175472,1.04797,-5.02589,935.336,0,0,0
0.115,0,-7.06556e-05,-0.000168773,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000609725,0.00631307,-2.57375,0.0852628,3.66993,-3.25818,934.14,0,0,0
0.116,0,-7.08052e-05,-0.000149644,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000617688,0.00796308,-3.23433,0.318091,-3.79582,-3.47843,934.057,0,0,0
0.117,0,-7.09367e-05,-0.000131451,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000624865,0.00717649,-2.9203,0.282795,5.1473,-0.984949,934.875,0,0,0
0.118,0,-7.10495e-05,-0.000112803,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000631155,0.00628999,-2.56624,0.221257,2.7517,-4.41993,932.829,0,0,0
0.119,0,-7.11444e-05,-9.48652e-05,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000636955,0.00580024,-2.37082,0.205222,2.78521,4.01342,930.737,0,0,0
0.12,0,-7.12202e-05,-7.58054e-05,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000643536,0.00658096,-2.6836,0.343197,0.366392,-5.24266,928.147,0,0,0
0.121,0,-7.12777e-05,-5.75466e-05,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000649598,0.00606178,-2.47644,0.335707,5.067,1.4383,925.848,0,0,0
0.122,0,-7.13166e-05,-3.88736e-05,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000655031,0.00543344,-2.22556,0.302644,4.10331,-3.2736,923.253,0,0,0
0.123,0,-7.1338e-05,-2.14557e-05,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000661095,0.00606424,-2.47834,0.426442,1.53727,5.02321,921.606,0,0,0
0.124,0,-7.13415e-05,-3.45695e-06,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000667492,0.00639652,-2.61175,0.502816,3.91889,-3.55125,919.483,0,0,0
0.125,0,-7.1328e-05,1.35359e-05,0,0,-2.93238e-12,-2.93238e-09,0,0,0.000673714,0.00622218,-2.54252,0.529445,4.35123,3.02805,916.421,0,0,0
