trunk_x_vel, trunk_y_vel, trunk_z_veltrunk_x_ang_vel, trunk_y_ang_vel, trunk_z_ang_veltrunk_x_pos, trunk_y_pos, trunk_z_pos, trunk_x_acc, trunk_y_acc, trunk_z_acc
0,0,0,0,0,0,-1,0,0,0,0,0
-6.05257e-07,1.88732e-06,-0.00985406,4.04709e-06,1.4797e-06,1.24193e-07,-1,1.88732e-09,-9.85406e-06,-0.000605257,0.00188732,-9.85406
1.60822e-08,4.05234e-06,-0.0196318,9.98251e-06,2.02978e-07,1.33478e-07,-1,5.93966e-09,-2.94859e-05,0.00062134,0.00216501,-9.77776
8.23913e-07,7.95393e-06,-0.0294155,2.0172e-05,-1.87539e-06,2.07783e-07,-1,1.38936e-08,-5.89014e-05,0.000807831,0.00390159,-9.78364
7.14874e-07,1.38288e-05,-0.0391764,3.5666e-05,-2.06485e-06,5.51615e-07,-1,2.77224e-08,-9.80777e-05,-0.000109039,0.00587487,-9.76089
1.29449e-06,2.14542e-05,-0.0488951,5.60234e-05,-3.43975e-06,9.31342e-07,-1,4.91766e-08,-0.000146973,0.000579614,0.00762543,-9.71878
2.92682e-06,3.05058e-05,-0.0585647,8.04172e-05,-7.38631e-06,1.29551e-06,-1,7.96824e-08,-0.000205538,0.00163233,0.00905157,-9.66957
4.15257e-06,4.06044e-05,-0.0681816,0.000107693,-1.09406e-05,1.72763e-06,-1,1.20287e-07,-0.000273719,0.00122575,0.0100986,-9.61692
6.81507e-06,5.17288e-05,-0.0777424,0.00013777,-1.77142e-05,2.17609e-06,-1,1.72016e-07,-0.000351462,0.0026625,0.0111244,-9.56076
9.41553e-06,6.3317e-05,-0.0872395,0.000169105,-2.48511e-05,2.63151e-06,-1,2.35333e-07,-0.000438701,0.00260046,0.0115882,-9.49716
1.25036e-05,7.51303e-05,-0.0966654,0.00020115,-3.31769e-05,3.0479e-06,-1,3.10463e-07,-0.000535366,0.00308807,0.0118133,-9.42585
1.66883e-05,8.68278e-05,-0.106011,0.000232944,-4.41507e-05,3.41614e-06,-1,3.97291e-07,-0.000641377,0.00418469,0.0116975,-9.34558
2.1971e-05,9.83002e-05,-0.115274,0.000263977,-5.80547e-05,3.85023e-06,-1,4.95591e-07,-0.000756651,0.00528273,0.0114724,-9.26261
2.80378e-05,0.00010947,-0.12445,0.0002941,-7.42741e-05,4.30969e-06,-1,6.05061e-07,-0.000881101,0.0060668,0.0111696,-9.1761
3.49804e-05,0.000120258,-0.133535,0.000323158,-9.28775e-05,4.84292e-06,-1,7.25319e-07,-0.00101464,0.00694256,0.0107885,-9.0854
